adverse_before_fill,control_seed,eligible_decisions,fill_before_adverse,fill_probability,fills,horizon,interpretation,latency,markout_1,markout_10,markout_10_observations,markout_1_observations,markout_5,markout_5_observations,markout_remaining,markout_remaining_observations,mean_fill_time,mean_queue_ahead,median_fill_time,median_queue_ahead,model,month,no_event_fraction,placed_orders,queue_ahead_p10,queue_ahead_p90,simultaneous,spread_1,spread_10,spread_10_observations,spread_1_observations,spread_5,spread_5_observations,spread_remaining,spread_remaining_observations,symbol,unfilled_fraction,zero_signal_decisions,cohort,passive_price_markout_1_bps,passive_price_markout_5_bps,passive_price_markout_10_bps,passive_price_markout_remaining_bps,day,excluded_invalid_placement
0.0358750681,,863190,0.0064794541,0.0078904992,6811,10,reset,5,0.0027332222,-0.2214053759,6811,6811,-0.0908017013,6811,0.2242294004,1339,7.4839230656,1315.709967678,8.0,1155.0,linear,2017-06,0.9572226277,863190,301.0,2377.0,0.0004228501,3.8182563007,3.3698921979,6811,6811,3.6311424299,6811,3.8056100394,1339,PKNORLEN,0.9921095008,0,monthly,1.90912815035,1.81557121495,1.68494609895,1.9028050197,,
0.0354139877,,863190,0.0062883027,0.0076912383,6639,10,reset,5,-0.0053273984,-0.2549934971,6639,6639,-0.0991147829,6639,0.1889920152,1257,7.5113721946,1306.2164262793,8.0,1143.0,xgboost,2017-06,0.9578644331,863190,300.0,2362.0,0.0004332766,3.8048877029,3.3055040138,6639,6639,3.6172844683,6639,3.5847001526,1257,PKNORLEN,0.9923087617,0,monthly,1.90244385145,1.80864223415,1.6527520069,1.7923500763,,
0.0502334364,7.0,863190,0.0116046293,0.0140003939,12085,10,reset,5,-0.0533193397,-0.4613909137,12085,12085,-0.2883802304,12085,0.122771339,2591,7.3814646256,1015.8231548095,8.0,884.0,xgboost,2017-06,0.9375236043,863190,110.0,2014.0,0.0006383299,3.971664971,3.1556092407,12085,12085,3.501651624,12085,3.5670366669,2591,PKNORLEN,0.9859996061,0,monthly,1.9858324855,1.750825812,1.57780462035,1.78351833345,,
0.0554578322,,862980,0.0169053744,0.0207443973,17902,20,reset,0,-0.2124659604,-0.6945328051,17902,17902,-0.5308904806,17902,-0.4261008362,17902,14.2771198749,1382.8267862523,15.0,1210.0,linear,2017-06,0.9264235556,862980,471.0,2415.0,0.0012132379,4.0427092018,3.0786178113,17902,17902,3.4059411551,17902,3.6154221176,17902,PKNORLEN,0.9792556027,0,monthly,2.0213546009,1.70297057755,1.53930890565,1.8077110588,,
0.0835338015,7.0,862980,0.0327041183,0.0408931841,35290,20,reset,0,-0.2331905062,-0.7898994772,35290,35290,-0.5771586141,35290,-0.562204946,35290,13.3567299518,1078.3459002526,14.0,940.0,xgboost,2017-06,0.8814422119,862980,150.0,2091.0,0.0023198684,4.2561862591,3.1427512673,35290,35290,3.5682836416,35290,3.5981411734,35290,PKNORLEN,0.9591068159,0,monthly,2.12809312955,1.7841418208,1.57137563365,1.7990705867,,
0.0549595587,,862980,0.016876405,0.0206980463,17862,20,reset,0,-0.2080318782,-0.6898870431,17862,17862,-0.5114029165,17862,-0.4105878291,17862,14.270014556,1366.5689749473,15.0,1195.0,xgboost,2017-06,0.9269531159,862980,454.0,2392.0,0.0012109203,4.1717131462,3.2080173033,17862,17862,3.5650102504,17862,3.7665753739,17862,PKNORLEN,0.9793019537,0,monthly,2.0858565731,1.7825051252,1.60400865165,1.88328768695,,
0.058461378,,862980,0.0189309138,0.0233539595,20154,20,reset,1,-0.1740973614,-0.6232344075,20154,20154,-0.4614609089,20154,-0.3474922005,18342,13.9212067083,1365.6033025099,15.0,1200.0,linear,2017-06,0.9213075622,862980,423.0,2404.0,0.001300146,4.1051489071,3.2069081146,20154,20154,3.5304851624,20154,3.7010087079,18342,PKNORLEN,0.9766460405,0,monthly,2.05257445355,1.7652425812,1.6034540573,1.85050435395,,
0.0848188834,7.0,862980,0.0335581358,0.0419233354,36179,20,reset,1,-0.2214985487,-0.7689504759,36179,36179,-0.5585779107,36179,-0.5217895416,33342,13.2897537245,1072.1760017613,14.0,930.0,xgboost,2017-06,0.8792706668,862980,147.0,2086.0,0.0023523141,4.246459891,3.1515381217,36179,36179,3.5723309681,36179,3.5987967528,33342,PKNORLEN,0.9580766646,0,monthly,2.1232299455,1.78616548405,1.57576906085,1.7993983764,,
0.057821734,,862980,0.01847088,0.0228174465,19691,20,reset,1,-0.1842999849,-0.6436262402,19691,19691,-0.4703716617,19691,-0.3559511258,17869,14.0146767559,1352.3806530858,15.0,1186.0,xgboost,2017-06,0.9224107164,862980,415.0,2385.0,0.0012966697,4.1500490756,3.2313995229,19691,19691,3.5779375677,19691,3.7525459217,17869,PKNORLEN,0.9771825535,0,monthly,2.0750245378,1.78896878385,1.61569976145,1.87627296085,,
0.0661452177,,862980,0.0231766669,0.0289879256,25016,20,reset,5,-0.1724393295,-0.5683972084,25016,25016,-0.4124021789,25016,-0.1862563354,15244,13.5129517109,1316.51619041,14.0,1156.0,linear,2017-06,0.9091172449,862980,304.0,2377.0,0.0015608705,4.0366105454,3.2447121766,25016,25016,3.5567304687,25016,3.7627093926,15244,PKNORLEN,0.9710120744,0,monthly,2.0183052727,1.77836523435,1.6223560883,1.8813546963,,
0.0876683121,7.0,862980,0.0349533014,0.0437391365,37746,20,reset,5,-0.2201107268,-0.7306352093,37746,37746,-0.5285337811,37746,-0.3725969858,23751,13.2085783924,1055.4702484414,14.0,913.0,xgboost,2017-06,0.8749217827,862980,132.0,2071.0,0.0024566039,4.2072654648,3.1862062102,37746,37746,3.5904361308,37746,3.663809634,23751,PKNORLEN,0.9562608635,0,monthly,2.1036327324,1.7952180654,1.5931031051,1.831904817,,
0.0659389557,,862980,0.0229460706,0.0286402929,24716,20,reset,5,-0.1849398656,-0.5965163318,24716,24716,-0.4323080972,24716,-0.2001190114,14910,13.5778443114,1306.8310169413,14.0,1145.0,xgboost,2017-06,0.9095714849,862980,300.0,2360.0,0.0015434888,3.9765788058,3.1534195126,24716,24716,3.4818581893,24716,3.6948727655,14910,PKNORLEN,0.9713597071,0,monthly,1.9882894029,1.74092909465,1.5767097563,1.84743638275,,
0.1317121818,,862350,0.0765930307,0.0943816316,81390,50,reset,0,-0.3189987499,-1.0505322428,81380,81390,-0.741085389,81390,-1.3586612608,81390,31.3251505099,1382.8113538586,32.0,1211.0,linear,2017-06,0.7857099785,862350,471.0,2415.0,0.005984809,5.0607196723,3.5978283734,81380,81390,4.2165832819,81390,2.9814301551,81390,PKNORLEN,0.9056183684,0,monthly,2.53035983615,2.10829164095,1.7989141867,1.49071507755,,
0.1311636806,,862350,0.0778233896,0.0956340233,82470,50,reset,0,-0.3229171092,-1.0652897822,82461,82470,-0.7478073677,82470,-1.3422457229,82470,31.360409846,1364.650687076,32.0,1194.0,xgboost,2017-06,0.7849330318,862350,453.0,2388.0,0.006079898,5.1045674025,3.6199517412,82461,82470,4.2547959406,82470,3.0659273868,82470,PKNORLEN,0.9043659767,0,monthly,2.55228370125,2.1273979703,1.8099758706,1.5329636934,,
0.1735223517,7.0,862350,0.1131246014,0.1428584681,123194,50,reset,0,-0.267560015,-0.9227315285,123177,123194,-0.6250738337,123194,-1.2100226312,123194,29.1350309268,1080.3830579231,30.0,950.0,xgboost,2017-06,0.7044343944,862350,142.0,2077.0,0.0089186525,4.9623423398,3.650997715,123177,123194,4.2473292532,123194,3.0773977727,123194,PKNORLEN,0.8571415319,0,monthly,2.4811711699,2.1236646266,1.8254988575,1.53869888635,,
0.1354855917,,862350,0.080042906,0.098963298,85341,50,reset,1,-0.3004347973,-1.0056297148,85330,85341,-0.706955002,85341,-1.293008056,82959,30.8461700707,1365.6296329796,32.0,1200.0,linear,2017-06,0.7783173885,862350,423.0,2403.0,0.0061541138,5.0779883844,3.6677723065,85330,85341,4.2649791585,85341,3.0485933586,82959,PKNORLEN,0.901036702,0,monthly,2.5389941922,2.13248957925,1.83388615325,1.5242966793,,
0.1344442512,,862350,0.0805925668,0.0993482925,85673,50,reset,1,-0.3115801483,-1.0349724597,85663,85673,-0.7257620932,85673,-1.2929141483,83261,31.008649166,1350.8558299994,32.0,1183.0,xgboost,2017-06,0.7787290543,862350,414.0,2383.0,0.0062341277,5.0978077439,3.6511559909,85663,85673,4.2694497061,85673,3.0938712069,83261,PKNORLEN,0.9006517075,0,monthly,2.54890387195,2.13472485305,1.82557799545,1.54693560345,,
0.1744256972,7.0,862350,0.1142100075,0.1442233432,124371,50,reset,1,-0.2640023008,-0.916381463,124353,124371,-0.6195555281,124371,-1.1875004724,121467,29.0592501467,1074.5719301908,29.0,944.0,xgboost,2017-06,0.7023783846,862350,140.0,2071.0,0.0089859106,4.9847167604,3.678980068,124353,124371,4.2736262307,124371,3.1012032527,121467,PKNORLEN,0.8557766568,0,monthly,2.4923583802,2.13681311535,1.839490034,1.55060162635,,
0.1459824897,,862350,0.0888455963,0.1105734331,95353,50,reset,5,-0.2808393288,-0.9292558567,95338,95353,-0.659742537,95353,-1.1439848734,82829,30.0567365474,1316.64907984,31.0,1156.0,linear,2017-06,0.7585156839,862350,304.0,2377.0,0.0066562301,5.0716554138,3.7750127222,95338,95353,4.3138778768,95353,3.1336713497,82829,PKNORLEN,0.8894265669,0,monthly,2.5358277069,2.1569389384,1.8875063611,1.56683567485,,
0.14515336,,862350,0.0893117644,0.1108146344,95561,50,reset,5,-0.2907070106,-0.9585661445,95547,95561,-0.676772537,95561,-1.1492037075,82937,30.161321041,1305.6023169247,31.0,1143.0,xgboost,2017-06,0.7588044298,862350,300.0,2356.0,0.0067304459,5.0597889845,3.7242218119,95547,95561,4.2876619715,95561,3.1325768493,82937,PKNORLEN,0.8891853656,0,monthly,2.52989449225,2.14383098575,1.86211090595,1.56628842465,,
0.1775172494,7.0,862350,0.1169397576,0.1477543921,127416,50,reset,5,-0.256952081,-0.9002110598,127394,127416,-0.6099192904,127416,-1.1090971925,112367,29.0101478621,1058.2318014727,29.0,921.0,xgboost,2017-06,0.6963645851,862350,125.9,2058.0,0.0091784078,5.0215680141,3.7341302199,127394,127416,4.3156478079,127416,3.1350758624,112367,PKNORLEN,0.8522456079,0,monthly,2.51078400705,2.15782390395,1.86706510995,1.5675379312,,
0.024472811,,1014105,0.0035706362,0.0040636818,4121,10,retain,0,-0.1199070544,-0.3307792799,4121,4121,-0.1474373669,4121,-0.0278194065,4121,8.0395535064,1069.0549933192,8.0,940.0,linear,2017-09,0.9717465154,1014105,345.0,1984.0,0.0002100374,4.1038381078,3.6820682232,4121,4121,4.0487429978,4121,4.2879880146,4121,PKNORLEN,0.9959363182,0,monthly,2.0519190539,2.0243714989,1.8410341116,2.1439940073,,
0.0239353913,,1014105,0.0036347321,0.0041208751,4179,10,retain,0,-0.1399530654,-0.3242468746,4179,4179,-0.1440151962,4179,-0.0337235365,4179,8.0090930845,1055.9779766395,8.0,920.0,xgboost,2017-09,0.9722198392,1014105,329.0,1965.0,0.0002100374,4.2753504888,3.9067573563,4179,4179,4.2671730596,4179,4.4877716162,4179,PKNORLEN,0.9958791249,0,monthly,2.1376752444,2.1335865298,1.95337867815,2.2438858081,,
0.0272545742,,1014105,0.0047194324,0.0053761691,5452,10,retain,1,-0.1002867056,-0.2064880105,5452,5452,-0.0433362298,5452,0.0601627104,4240,7.7676082172,1054.5572490028,8.0,921.0,linear,2017-09,0.9677587627,1014105,310.0,1969.0,0.0002672307,3.9350784713,3.7226620011,5452,5452,4.0489421939,5452,4.1667522804,4240,PKNORLEN,0.9946238309,0,monthly,1.96753923565,2.02447109695,1.86133100055,2.0833761402,,
0.0267713896,,1014105,0.0044630487,0.0051316185,5204,10,retain,1,-0.1324406342,-0.2462611487,5204,5204,-0.0734567678,5204,0.0253365088,4002,7.831283628,1043.3419004935,8.0,904.0,xgboost,2017-09,0.9684953728,1014105,300.0,1954.0,0.000270189,4.1198901678,3.8922564334,5204,5204,4.2378168302,5204,4.4102892888,4002,PKNORLEN,0.9948683815,0,monthly,2.0599450839,2.1189084151,1.9461282167,2.2051446444,,
0.0345999675,,1014105,0.005948102,0.0070091361,7108,10,retain,5,-0.095903358,-0.2425225687,7108,7108,-0.050788415,7108,0.0829428765,1123,7.7104670793,1014.4152706081,8.0,870.0,linear,2017-09,0.9590989099,1014105,250.0,1939.0,0.0003530206,3.6245354535,3.3313148475,7108,7108,3.7147617581,7108,3.2128201468,1123,PKNORLEN,0.9929908639,0,monthly,1.81226772675,1.85738087905,1.66565742375,1.6064100734,,
0.0342232806,,1014105,0.0058623121,0.0069223601,7020,10,retain,5,-0.1072412295,-0.2445799696,7020,7020,-0.054413164,7020,0.0602590859,1073,7.7337606838,1005.7626557408,8.0,856.0,xgboost,2017-09,0.9595623727,1014105,250.0,1925.0,0.0003520346,3.7442662716,3.4695915733,7020,7020,3.8498916037,7020,3.4529021916,1073,PKNORLEN,0.9930776399,0,monthly,1.8721331358,1.92494580185,1.73479578665,1.7264510958,,
0.0538162236,,1013895,0.0181498084,0.0213710493,21668,20,retain,0,-0.1848123649,-0.6477628679,21667,21668,-0.3977478185,21667,-0.3463924601,21668,14.500369208,1068.7861612889,15.0,939.0,linear,2017-09,0.9266906336,1013895,345.0,1984.0,0.0013433344,4.461385174,3.5353438596,21667,21668,4.0353615292,21667,4.138217878,21668,PKNORLEN,0.9786289507,0,monthly,2.230692587,2.0176807646,1.7676719298,2.069108939,,
0.0525439025,,1013895,0.0185561621,0.0217843071,22087,20,retain,0,-0.2016004938,-0.6485503087,22085,22087,-0.3946237039,22085,-0.3380704379,22087,14.4508987187,1052.5544765484,15.0,916.0,xgboost,2017-09,0.9275526558,1013895,325.0,1959.0,0.0013472796,4.5443453762,3.650181713,22085,22087,4.1580118273,22085,4.2714087614,22087,PKNORLEN,0.9782156929,0,monthly,2.2721726881,2.07900591365,1.8250908565,2.1357043807,,
0.0580316502,,1013895,0.0201125363,0.0238999107,24232,20,retain,1,-0.1719492538,-0.5843261534,24230,24232,-0.3435292963,24230,-0.2705140984,21937,14.1078738858,1054.3339408913,15.0,920.0,linear,2017-09,0.92036848,1013895,310.0,1969.0,0.0014873335,4.4082156723,3.5831985854,24230,24232,4.0647793306,24230,4.1822075382,21937,PKNORLEN,0.9761000893,0,monthly,2.20410783615,2.0323896653,1.7915992927,2.0911037691,,
0.0566942336,,1013895,0.0199054143,0.0236533369,23982,20,retain,1,-0.1937272668,-0.6129617122,23979,23982,-0.3692449068,23979,-0.289396132,21689,14.212367609,1040.6822846547,15.0,901.0,xgboost,2017-09,0.9219248542,1013895,300.0,1950.0,0.001475498,4.4966927505,3.6578383326,23979,23982,4.1452517337,23979,4.2881224191,21689,PKNORLEN,0.9763466631,0,monthly,2.24834637525,2.07262586685,1.8289191663,2.14406120955,,
0.0695930052,,1013895,0.0232055588,0.0283865686,28781,20,retain,5,-0.1627713509,-0.5568363543,28776,28781,-0.314293073,28776,-0.1565409632,16753,13.8545220805,1014.2635874523,14.0,869.0,linear,2017-09,0.9054399124,1013895,250.0,1939.0,0.0017615236,4.1963149339,3.4075754601,28776,28781,3.8926395865,28776,3.9646582902,16753,PKNORLEN,0.9716134314,0,monthly,2.09815746695,1.94631979325,1.70378773005,1.9823291451,,
0.0684133959,,1013895,0.0232390928,0.0283490894,28743,20,retain,5,-0.1819109701,-0.5610959397,28737,28743,-0.3253054494,28737,-0.167201286,16606,13.9087777894,1003.7933178485,14.0,853.0,xgboost,2017-09,0.9065514674,1013895,250.0,1921.0,0.001796044,4.2376342519,3.4785452377,28737,28743,3.9500949738,28737,4.0479990042,16606,PKNORLEN,0.9716509106,0,monthly,2.11881712595,1.9750474869,1.73927261885,2.0239995021,,
0.1365003232,,1013265,0.0889076402,0.1077793075,109209,50,retain,0,-0.2650454229,-0.9890782331,109209,109209,-0.648463405,109209,-1.1404461848,109209,31.9579430267,1068.3441074151,33.0,939.0,linear,2017-09,0.766409577,1013265,344.0,1984.0,0.0081824597,4.617516186,3.1694590814,109209,109209,3.8506809133,109209,2.8667549475,109209,PKNORLEN,0.8922206925,0,monthly,2.308758093,1.92534045665,1.5847295407,1.43337747375,,
0.1337053979,,1013265,0.0905044584,0.1093702042,110821,50,retain,0,-0.2685569023,-0.9756580896,110821,110821,-0.6385174273,110821,-1.122333119,110821,31.8609108382,1050.4786842534,33.0,913.0,xgboost,2017-09,0.7676461735,1013265,322.0,1958.0,0.0081439702,4.6474418303,3.2332516584,110821,110821,3.9075138982,110821,2.9399340194,110821,PKNORLEN,0.8906297958,0,monthly,2.32372091515,1.9537569491,1.6166258292,1.4699670097,,
0.1419332554,,1013265,0.0922068758,0.1125075869,114000,50,retain,1,-0.2588411926,-0.9562595913,114000,114000,-0.6239247757,114000,-1.0836944739,110713,31.5343508772,1053.9175467425,33.0,920.0,linear,2017-09,0.757398114,1013265,310.0,1969.0,0.0084617548,4.6207675901,3.2259405082,114000,114000,3.8905990059,114000,2.9574789768,110713,PKNORLEN,0.8874924131,0,monthly,2.31038379505,1.94529950295,1.6129702541,1.4787394884,,
0.1390228617,,1013265,0.0929559395,0.1131263786,114627,50,retain,1,-0.2644231472,-0.9529315477,114627,114627,-0.6240024132,114627,-1.0822139279,111313,31.6072827519,1039.1832116968,33.0,900.0,xgboost,2017-09,0.7596216192,1013265,300.0,1950.0,0.0083995796,4.6504822381,3.2734782495,114627,114627,3.9313171317,114627,3.0002021332,111313,PKNORLEN,0.8868736214,0,monthly,2.32524111905,1.96565856585,1.63673912475,1.5001010666,,
0.1567842568,,1013265,0.0991941891,0.1231198156,124753,50,retain,5,-0.2488938558,-0.9135368279,124753,124753,-0.5958020825,124753,-0.9629071685,107558,30.9954309716,1013.9518072765,32.0,869.0,linear,2017-09,0.7349044919,1013265,250.0,1939.0,0.0091170622,4.5957946741,3.2665141574,124753,124753,3.9019656466,124753,3.0874741237,107558,PKNORLEN,0.8768801844,0,monthly,2.29789733705,1.9509828233,1.6332570787,1.54373706185,,
0.154275535,,1013265,0.1001278047,0.123872827,125516,50,retain,5,-0.2532689793,-0.905250488,125516,125516,-0.59213843,125516,-0.9578782953,108224,31.034003633,1002.8404287131,32.0,852.0,xgboost,2017-09,0.7364766374,1013265,250.0,1921.0,0.0091200229,4.6166154547,3.3126644562,125516,125516,3.9388633041,125516,3.1296174241,108224,PKNORLEN,0.876127173,0,monthly,2.30830772735,1.96943165205,1.6563322281,1.56480871205,,
0.024472811,,1014105,0.0035706362,0.0040636818,4121,10,reset,0,-0.1199070544,-0.3307792799,4121,4121,-0.1474373669,4121,-0.0278194065,4121,8.0395535064,1069.0549933192,8.0,940.0,linear,2017-09,0.9717465154,1014105,345.0,1984.0,0.0002100374,4.1038381078,3.6820682232,4121,4121,4.0487429978,4121,4.2879880146,4121,PKNORLEN,0.9959363182,0,monthly,2.0519190539,2.0243714989,1.8410341116,2.1439940073,,
0.0239353913,,1014105,0.0036347321,0.0041208751,4179,10,reset,0,-0.1399530654,-0.3242468746,4179,4179,-0.1440151962,4179,-0.0337235365,4179,8.0090930845,1055.9779766395,8.0,920.0,xgboost,2017-09,0.9722198392,1014105,329.0,1965.0,0.0002100374,4.2753504888,3.9067573563,4179,4179,4.2671730596,4179,4.4877716162,4179,PKNORLEN,0.9958791249,0,monthly,2.1376752444,2.1335865298,1.95337867815,2.2438858081,,
0.0272545742,,1014105,0.0047194324,0.0053761691,5452,10,reset,1,-0.1002867056,-0.2064880105,5452,5452,-0.0433362298,5452,0.0601627104,4240,7.7676082172,1054.5572490028,8.0,921.0,linear,2017-09,0.9677587627,1014105,310.0,1969.0,0.0002672307,3.9350784713,3.7226620011,5452,5452,4.0489421939,5452,4.1667522804,4240,PKNORLEN,0.9946238309,0,monthly,1.96753923565,2.02447109695,1.86133100055,2.0833761402,,
0.0267713896,,1014105,0.0044630487,0.0051316185,5204,10,reset,1,-0.1324406342,-0.2462611487,5204,5204,-0.0734567678,5204,0.0253365088,4002,7.831283628,1043.3419004935,8.0,904.0,xgboost,2017-09,0.9684953728,1014105,300.0,1954.0,0.000270189,4.1198901678,3.8922564334,5204,5204,4.2378168302,5204,4.4102892888,4002,PKNORLEN,0.9948683815,0,monthly,2.0599450839,2.1189084151,1.9461282167,2.2051446444,,
0.0345999675,,1014105,0.005948102,0.0070091361,7108,10,reset,5,-0.095903358,-0.2425225687,7108,7108,-0.050788415,7108,0.0829428765,1123,7.7104670793,1014.4152706081,8.0,870.0,linear,2017-09,0.9590989099,1014105,250.0,1939.0,0.0003530206,3.6245354535,3.3313148475,7108,7108,3.7147617581,7108,3.2128201468,1123,PKNORLEN,0.9929908639,0,monthly,1.81226772675,1.85738087905,1.66565742375,1.6064100734,,
0.0342232806,,1014105,0.0058623121,0.0069223601,7020,10,reset,5,-0.1072412295,-0.2445799696,7020,7020,-0.054413164,7020,0.0602590859,1073,7.7337606838,1005.7626557408,8.0,856.0,xgboost,2017-09,0.9595623727,1014105,250.0,1925.0,0.0003520346,3.7442662716,3.4695915733,7020,7020,3.8498916037,7020,3.4529021916,1073,PKNORLEN,0.9930776399,0,monthly,1.8721331358,1.92494580185,1.73479578665,1.7264510958,,
0.0538162236,,1013895,0.0181498084,0.0213710493,21668,20,reset,0,-0.1848123649,-0.6477628679,21667,21668,-0.3977478185,21667,-0.3463924601,21668,14.500369208,1068.7861612889,15.0,939.0,linear,2017-09,0.9266906336,1013895,345.0,1984.0,0.0013433344,4.461385174,3.5353438596,21667,21668,4.0353615292,21667,4.138217878,21668,PKNORLEN,0.9786289507,0,monthly,2.230692587,2.0176807646,1.7676719298,2.069108939,,
0.0525439025,,1013895,0.0185561621,0.0217843071,22087,20,reset,0,-0.2016004938,-0.6485503087,22085,22087,-0.3946237039,22085,-0.3380704379,22087,14.4508987187,1052.5544765484,15.0,916.0,xgboost,2017-09,0.9275526558,1013895,325.0,1959.0,0.0013472796,4.5443453762,3.650181713,22085,22087,4.1580118273,22085,4.2714087614,22087,PKNORLEN,0.9782156929,0,monthly,2.2721726881,2.07900591365,1.8250908565,2.1357043807,,
0.0580316502,,1013895,0.0201125363,0.0238999107,24232,20,reset,1,-0.1719492538,-0.5843261534,24230,24232,-0.3435292963,24230,-0.2705140984,21937,14.1078738858,1054.3339408913,15.0,920.0,linear,2017-09,0.92036848,1013895,310.0,1969.0,0.0014873335,4.4082156723,3.5831985854,24230,24232,4.0647793306,24230,4.1822075382,21937,PKNORLEN,0.9761000893,0,monthly,2.20410783615,2.0323896653,1.7915992927,2.0911037691,,
0.0566942336,,1013895,0.0199054143,0.0236533369,23982,20,reset,1,-0.1937272668,-0.6129617122,23979,23982,-0.3692449068,23979,-0.289396132,21689,14.212367609,1040.6822846547,15.0,901.0,xgboost,2017-09,0.9219248542,1013895,300.0,1950.0,0.001475498,4.4966927505,3.6578383326,23979,23982,4.1452517337,23979,4.2881224191,21689,PKNORLEN,0.9763466631,0,monthly,2.24834637525,2.07262586685,1.8289191663,2.14406120955,,
0.0695930052,,1013895,0.0232055588,0.0283865686,28781,20,reset,5,-0.1627713509,-0.5568363543,28776,28781,-0.314293073,28776,-0.1565409632,16753,13.8545220805,1014.2635874523,14.0,869.0,linear,2017-09,0.9054399124,1013895,250.0,1939.0,0.0017615236,4.1963149339,3.4075754601,28776,28781,3.8926395865,28776,3.9646582902,16753,PKNORLEN,0.9716134314,0,monthly,2.09815746695,1.94631979325,1.70378773005,1.9823291451,,
0.0684133959,,1013895,0.0232390928,0.0283490894,28743,20,reset,5,-0.1819109701,-0.5610959397,28737,28743,-0.3253054494,28737,-0.167201286,16606,13.9087777894,1003.7933178485,14.0,853.0,xgboost,2017-09,0.9065514674,1013895,250.0,1921.0,0.001796044,4.2376342519,3.4785452377,28737,28743,3.9500949738,28737,4.0479990042,16606,PKNORLEN,0.9716509106,0,monthly,2.11881712595,1.9750474869,1.73927261885,2.0239995021,,
